id,name,date,value
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T22:00Z,41055
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T23:00Z,41250
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09,43117
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T01:00Z,45670
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T02:00Z,46097
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T03:00Z,46150
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T04:00Z,45731
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T05:00Z,44770
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T06:00Z,43788
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T07:00Z,43164
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T08:00Z,43007
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T09:00Z,43274
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T10:00Z,43828
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T11:00Z,44728
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T12:00Z,46156
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T13:00Z,48143
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T14:00Z,49985
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T15:00Z,50161
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T16:00Z,48746
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T17:00Z,46889
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T18:00Z,44979
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T19:00Z,43171
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T20:00Z,41553
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T21:00Z,40507
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T22:00Z,40020
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-09T23:00Z,40440
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10,42535
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T01:00Z,44911
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T02:00Z,45202
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T03:00Z,45071
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T04:00Z,44342
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T05:00Z,42990
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T06:00Z,41683
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T07:00Z,40625
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T08:00Z,39859
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T09:00Z,39489
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T10:00Z,39439
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T11:00Z,39765
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T12:00Z,40580
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T13:00Z,42011
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T14:00Z,43731
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T15:00Z,45520
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T16:00Z,47756
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T17:00Z,49540
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T18:00Z,50915
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T19:00Z,51954
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T20:00Z,52210
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T21:00Z,52254
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T22:00Z,52456
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-10T23:00Z,52831
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11,54236
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T01:00Z,55254
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T02:00Z,54937
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T03:00Z,53895
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T04:00Z,52281
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T05:00Z,50008
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T06:00Z,48036
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T07:00Z,46655
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T08:00Z,45998
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T09:00Z,45746
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T10:00Z,46037
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T11:00Z,47188
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T12:00Z,49501
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T13:00Z,52918
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T14:00Z,55247
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T15:00Z,55724
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T16:00Z,54971
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T17:00Z,53825
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T18:00Z,52422
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T19:00Z,50877
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T20:00Z,49325
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T21:00Z,47818
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T22:00Z,46920
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-11T23:00Z,47362
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-12,49435
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-12T01:00Z,52165
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-12T02:00Z,52635
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-12T03:00Z,52511
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-12T04:00Z,51669
